id,p_hat,ipw_stab,ipw_trim
1101011,0.37182039041826287,1.216045567392853,1.216045567392853
1101012,0.622188175058013,0.7267102715223572,0.7267102715223572
1101023,0.4152377838670998,1.0888954599062282,1.0888954599062282
1101032,0.4316134903828417,1.0475820327889902,1.0475820327889902
1101081,0.39841947577708237,1.134860530481168,1.134860530481168
1101103,0.3672847882367622,1.2310625218241806,1.2310625218241806
1101113,0.46691098435020184,0.9683870219152473,0.9683870219152473
1101133,0.5582436201335693,0.8099520018271303,0.8099520018271303
1101153,0.5372462138539174,0.841607676284812,0.841607676284812
1101171,0.40880224547102356,1.1060373142359796,1.1060373142359796
1101173,0.5516390461019998,0.819649263099488,0.819649263099488
2101033,0.403700117889352,1.12001586721938,1.12001586721938
2101043,0.5035154477296903,0.8979874195977863,0.8979874195977863
2101062,0.3709888259750974,1.2187713105535938,1.2187713105535938
2101071,0.5212304937663995,0.8674675465880349,0.8674675465880349
2101072,0.3436048632641119,1.3159026136567313,1.3159026136567313
2101082,0.38848270320236516,1.1638884663518163,1.1638884663518163
2101083,0.35143154138665406,1.2865963477562217,1.2865963477562217
2101102,0.5536899386149915,0.8166132452495433,0.8166132452495433
2101113,0.45180546868136484,1.0007637555916506,1.0007637555916506
2101191,0.5013610085399988,0.9018462344152075,0.9018462344152075
2101192,0.3374897808279977,1.3397458628972472,1.3397458628972472
2101202,0.4836390939575005,0.9348924503488154,0.9348924503488154
2101211,0.350814934478105,1.2888577229674014,1.2888577229674014
2101212,0.37780582786987565,1.19678020898645,1.19678020898645
2101243,0.43076497656621643,1.0496455427705944,1.0496455427705944
2101251,0.49467839498552935,0.9140292808778019,0.9140292808778019
3101023,0.45287193863677383,0.9984070529860234,0.9984070529860234
3101041,0.5398951669022858,0.8374783946088595,0.8374783946088595
3101043,0.4743497028716884,0.9532008450666519,0.9532008450666519
3101061,0.5326159152639626,0.8489241959852522,0.8489241959852522
3101062,0.4986961976513763,0.9066652999638342,0.9066652999638342
3101111,0.3859534762314849,1.171515650148518,1.171515650148518
3101131,0.3801580022761668,1.1893752990261734,1.1893752990261734
3101132,0.4785501792419668,0.9448341203228139,0.9448341203228139
3101143,0.4827971836480264,0.9365227324193339,0.9365227324193339
3101152,0.5213964599273171,0.8671914222383454,0.8671914222383454
3101153,0.5240557655400232,0.8627908847992188,0.8627908847992188
3101171,0.4874460725880455,0.9275908927397059,0.9275908927397059
3101191,0.44849728449681037,1.0081455412638607,1.0081455412638607
3101192,0.4363304868041277,1.0362570375179458,1.0362570375179458
3101202,0.4352937042420602,1.0387251945710994,1.0387251945710994
3101211,0.4816532661648355,0.9387469563627329,0.9387469563627329
3101232,0.4935747319974786,0.9160731056968257,0.9160731056968257
3101243,0.5145978486971083,0.8786483246659351,0.8786483246659351
3301011,0.3772088997627373,1.1986740978773545,1.1986740978773545
3301031,0.5039841950640901,0.8971522164041474,0.8971522164041474
3301041,0.5359416065780737,0.8436563462973857,0.8436563462973857
3301043,0.5066487046796195,0.8924340148472837,0.8924340148472837
3301051,0.47156833337455045,0.958822943853783,0.958822943853783
3301093,0.5418700973256763,0.8344260734554907,0.8344260734554907
3301103,0.52008708410631,0.8693746709964161,0.8693746709964161
3301111,0.5174260232459874,0.8738457621399022,0.8738457621399022
3301122,0.3979701361211935,1.1361418774817706,1.1361418774817706
3301143,0.4934084918894904,0.9163817507536486,0.9163817507536486
3301173,0.5392228105075094,0.8385226455996,0.8385226455996
3301191,0.511258686148131,0.8843870038491698,0.8843870038491698
3301202,0.4126116293453016,1.095825966785871,1.095825966785871
3301212,0.5588264347205671,0.8091072818709798,0.8091072818709798
3301221,0.48875696280854897,0.925103010371886,0.925103010371886
3301232,0.4632081462267177,0.9761282078426641,0.9761282078426641
3301233,0.3809527616751671,1.1868939751116723,1.1868939751116723
3301241,0.5431310040704067,0.8324889101263602,0.8324889101263602
3301252,0.45597948508096714,0.9916028076441232,0.9916028076441232
3301253,0.34263276931541337,1.3196360013603303,1.3196360013603303
4101032,0.42686914228089207,1.059225164926259,1.059225164926259
4101034,0.5165841383636156,0.8752698816240982,0.8752698816240982
4101044,0.5161158659184726,0.8760640148695445,0.8760640148695445
4101053,0.48232898006302544,0.9374318283245733,0.9374318283245733
4101055,0.6079240892401967,0.7437615084467554,0.7437615084467554
4101057,0.5317765502801077,0.8502641521072019,0.8502641521072019
4101065,0.51214261132077,0.8828606088221264,0.8828606088221264
4101111,0.34802659380521656,1.299183871814888,1.299183871814888
4101113,0.3699829277686472,1.2220848685135584,1.2220848685135584
4101134,0.4616305374211336,0.9794640973283866,0.9794640973283866
4101141,0.5220303042423318,0.8661384865207283,0.8661384865207283
4102052,0.5066487046796195,0.8924340148472837,0.8924340148472837
4102055,0.5101553770139774,0.8862996608619895,0.8862996608619895
4102082,0.37162059344734427,1.2166993584505827,1.2166993584505827
4106011,0.5225396138999876,0.8652942774228572,0.8652942774228572
4106065,0.4036601100891614,1.1201268748961508,1.1201268748961508
4106083,0.5324503509006319,0.8491881672527827,0.8491881672527827
4106103,0.5332482023297116,0.8479176032080467,0.8479176032080467
4106111,0.5431722443111815,0.8324257035773226,0.8324257035773226
4106113,0.5541121977109036,0.8159909482272554,0.8159909482272554
4204023,0.5300029399858717,0.8531094896312492,0.8531094896312492
4204063,0.5253641950843008,0.8606420876509405,0.8606420876509405
4204081,0.49937278675490615,0.9054368792753731,0.9054368792753731
4204093,0.483706143700442,0.9347628586549942,0.9347628586549942
4204103,0.32421150759780315,1.394615943723129,1.394615943723129
4204113,0.3552792288659334,1.272662460672673,1.272662460672673
4301022,0.5154399480215939,0.8772128341427393,0.8772128341427393
4301071,0.3840704089147783,1.1772595001838235,1.1772595001838235
4301081,0.48875696280854897,0.925103010371886,0.925103010371886
4301082,0.5094790462209039,0.8874762190678234,0.8874762190678234
4301083,0.5194115480593469,0.8705053619307418,0.8705053619307418
4301092,0.4220301770018064,1.0713701585194304,1.0713701585194304
4301141,0.5015272754328559,0.9015472533256911,0.9015472533256911
4301143,0.5101138443708603,0.8863718219450804,0.8863718219450804
4301162,0.39416552066575955,1.1471082931625027,1.1471082931625027
4301164,0.47616719683704845,0.9495625499568827,0.9495625499568827
4301171,0.4056160480412738,1.1147254646798384,1.1147254646798384
4301173,0.4406422957302601,1.0261169706486672,1.0261169706486672
4301182,0.4754921862809745,0.9509105526441332,0.9509105526441332
4301213,0.5192455282457102,0.8707836910257379,0.8707836910257379
4301221,0.5194115480593469,0.8705053619307418,0.8705053619307418
4301223,0.46891296257300624,0.9642525878435535,0.9642525878435535
4301233,0.5145978486971083,0.8786483246659351,0.8786483246659351
4301251,0.48676993076974323,0.928879351523234,0.928879351523234
4301252,0.5046607361255235,0.8959495068028155,0.8959495068028155
5101035,0.43032685776936397,1.0507141942712326,1.0507141942712326
5101053,0.3625989464723775,1.2469714598822008,1.2469714598822008
5101055,0.3605476175129969,1.25406608079475,1.25406608079475
5101062,0.3772088997627373,1.1986740978773545,1.1986740978773545
5101064,0.49603146082986677,0.9115360079740813,0.9115360079740813
5101066,0.4478690628771122,1.009559657302052,1.009559657302052
5101067,0.5418700973256763,0.8344260734554907,0.8344260734554907
5101072,0.3654385981574426,1.2372818304201345,1.2372818304201345
5101095,0.5431722443111815,0.8324257035773226,0.8324257035773226
5101112,0.5410330304335612,0.8357170675366605,0.8357170675366605
5101117,0.46693292277862036,0.9683415231116177,0.9683415231116177
5101123,0.48172029743851835,0.9386163299297479,0.9386163299297479
5101131,0.6302674390529956,0.7173947274093432,0.7173947274093432
5101136,0.527181119809036,0.857675892866182,0.857675892866182
5101151,0.5359002713133009,0.8437214195214877,0.8437214195214877
5101153,0.4874460725880455,0.9275908927397059,0.9275908927397059
5101162,0.535061655805538,0.8450438051923076,0.8450438051923076
5101201,0.3992278233083895,1.1325626903642387,1.1325626903642387
5101204,0.47905958562918766,0.9438294341622718,0.9438294341622718
5101207,0.3484489698368759,1.2976090526141602,1.2976090526141602
5101215,0.49953905483792754,0.9051355109383913,0.9051355109383913
5101221,0.2895636210066006,1.5614894442285685,1.510497999167778
5101222,0.4845536800800984,0.9331278581140205,0.9331278581140205
5101226,0.44590327584415745,1.0140103518603316,1.0140103518603316
5101251,0.5134533849900175,0.88060679090313,0.88060679090313
5101253,0.4649539241235956,0.9724631069340464,0.9724631069340464
5101291,0.3998771084774443,1.1307237349894783,1.1307237349894783
5101362,0.38283004413882327,1.1810738069200444,1.1810738069200444
5101393,0.5066487046796195,0.8924340148472837,0.8924340148472837
5101403,0.3526283006254678,1.2822298630949789,1.2822298630949789
5101404,0.6432962367849822,0.7028651992340772,0.7028651992340772
5101422,0.5015272754328559,0.9015472533256911,0.9015472533256911
5101463,0.49027574538643653,0.9222372142395551,0.9222372142395551
5101465,0.4262071559563194,1.0608703568570492,1.0608703568570492
5101472,0.5002156464236363,0.9039112248229817,0.9039112248229817
5101482,0.5392228105075094,0.8385226455996,0.8385226455996
5101484,0.5061800081280626,0.8932603626653215,0.8932603626653215
5101491,0.5383850272244126,0.8398274743363929,0.8398274743363929
5101492,0.45597948508096714,0.9916028076441232,0.9916028076441232
5101494,0.3079544095733742,1.4682385560278128,1.4682385560278128
5101495,0.30128864073829426,1.500722153103529,1.500722153103529
5101501,0.4048034812683935,1.1169630661714172,1.1169630661714172
5101507,0.3971626516444068,1.1384518049779624,1.1384518049779624
5101513,0.5154399480215939,0.8772128341427393,0.8772128341427393
5101515,0.6085689695144227,0.7429733691403615,0.7429733691403615
5101521,0.30185867451906756,1.4978881702001494,1.4978881702001494
5101523,0.46691098435020184,0.9683870219152473,0.9683870219152473
5101525,0.4836390939575005,0.9348924503488154,0.9348924503488154
5101531,0.5509695779938661,0.8206451965655395,0.8206451965655395
5101536,0.44327119517760116,1.020031399633919,1.020031399633919
5103033,0.3542557387336051,1.2763393452728762,1.2763393452728762
5103038,0.5830257356817112,0.775524149213971,0.775524149213971
5109034,0.5165206234673172,0.875377510774298,0.875377510774298
5109103,0.46076535354332276,0.9813032472110467,0.9813032472110467
5109114,0.38768207255662496,1.1662920976784847,1.1662920976784847
5109115,0.4043730098078617,1.1181521186323697,1.1181521186323697
5109142,0.40749472850452284,1.1095862253084094,1.1095862253084094
5109151,0.35046919066772797,1.2901292030062708,1.2901292030062708
5109152,0.61359599498271,0.7368863899562275,0.7368863899562275
5109153,0.4616718427173664,0.979376465701447,0.979376465701447
5109155,0.33805797234026513,1.3374940827584034,1.3374940827584034
5109226,0.6248464819745498,0.7236186018133408,0.7236186018133408
5109241,0.39541908148580085,1.1434717210293377,1.1434717210293377
5109242,0.5392228105075094,0.8385226455996,0.8385226455996
5109254,0.5225396138999876,0.8652942774228572,0.8652942774228572
5109256,0.48761223743445553,0.9272747952622628,0.9272747952622628
5109261,0.5300029399858717,0.8531094896312492,0.8531094896312492
5109284,0.4419768338159874,1.023018635910354,1.023018635910354
5109285,0.49425122334799193,0.9148192584564608,0.9148192584564608
5109286,0.4934084918894904,0.9163817507536486,0.9163817507536486
5109293,0.5390575610891614,0.8387796967745748,0.8387796967745748
5109294,0.39146454442036804,1.1550229620511272,1.1550229620511272
5109295,0.5160743592592691,0.8761344746586295,0.8761344746586295
5109314,0.6322734247538248,0.7151186811472475,0.7151186811472475
5109315,0.4596959131511949,0.9835861592393478,0.9835861592393478
5109337,0.6384279156121034,0.7082248858133056,0.7082248858133056
5109341,0.4816532661648355,0.9387469563627329,0.9387469563627329
5109342,0.5181017608622046,0.872706043079177,0.872706043079177
5109343,0.5015272754328559,0.9015472533256911,0.9015472533256911
5109344,0.3366746286722932,1.3429896378515513,1.3429896378515513
5109346,0.3327766971473062,1.3587205519810202,1.3587205519810202
5109354,0.39037369266044103,1.158250533105731,1.158250533105731
5109375,0.41265191042839666,1.0957189975565755,1.0957189975565755
5109381,0.6384279156121034,0.7082248858133056,0.7082248858133056
5402011,0.5233806963929011,0.8639037334594012,0.8639037334594012
5402021,0.5628284219269766,0.8033541307071239,0.8033541307071239
5402023,0.4827971836480264,0.9365227324193339,0.9365227324193339
5402041,0.34484979465215687,1.311152115054857,1.311152115054857
5402051,0.634120551364178,0.7130356154862054,0.7130356154862054
5402081,0.5510132476898205,0.8205801576098144,0.8205801576098144
5402101,0.5595780179350788,0.8080205496686724,0.8080205496686724
5402103,0.4907443502172898,0.9213565829829874,0.9213565829829874
5701042,0.6246905670110147,0.7237992079788139,0.7237992079788139
5701043,0.3347527379452014,1.3507000432911325,1.3507000432911325
5701063,0.5344077500699306,0.8460778077698946,0.8460778077698946
5701122,0.5497149227626936,0.8225182161001611,0.8225182161001611
5701192,0.5026505859507009,0.8995324988614551,0.8995324988614551
5701233,0.4816532661648355,0.9387469563627329,0.9387469563627329
5801032,0.5081262830040187,0.8898389096531591,0.8898389096531591
5801035,0.5053372601198618,0.8947500477743562,0.8947500477743562
5801042,0.5198795980694998,0.8697216419213342,0.8697216419213342
5801081,0.5556543898231712,0.8137262044817082,0.8137262044817082
5801082,0.4629541143444883,0.9766638282816066,0.9766638282816066
5801094,0.552815561358456,0.81790486599784,0.81790486599784
5801096,0.5423355471429905,0.8337099421498846,0.8337099421498846
5801102,0.5265064783629266,0.858774879732318,0.858774879732318
5801106,0.5213964599273171,0.8671914222383454,0.8671914222383454
5801143,0.5398951669022858,0.8374783946088595,0.8374783946088595
5804017,0.5152738365886484,0.8774956256810061,0.8774956256810061
5804021,0.5372462138539174,0.841607676284812,0.841607676284812
